,0,0,1,2
0,の,6.028509678426477,-1.8465432547286116,-0.2304198667506501
1,が,5.509020481464549,-0.2313355418931004,0.4450359022358497
2,に,5.639676842637946,0.03589670319551066,0.0006456788014192478
3,ます,4.999968754059764,2.4786568800954893,0.11587403155847893
4,た,5.306544420637634,0.8633738366293324,0.20608646245341153
5,て,5.3084047771580325,1.8324601868083588,0.09310789392351311
6,は,5.842617616697654,-1.3735500350481138,-0.10016306106225707
7,を,5.716495143940234,-0.023911526887909137,-0.3032827115097308
8,いる,4.668174168378697,2.090688040496682,0.19029008041679102
9,で,5.932302851176537,-1.095490513708651,-0.0064766721528319035
10,と,5.52735112486437,1.8376030146320061,-0.03214417239168667
11,する,4.74436284979214,0.9575504281633771,0.0051258103618039485
12,人,4.427039440233863,-0.2603311923421468,0.2898922713787586
13,なる,4.617168500344228,0.9485702701123432,0.16595173951674747
14,こと,4.275172248546294,0.9362025406017446,0.22526202882462004
15,です,5.290681922309183,0.7023252119276127,-0.038398198216354
16,ない,4.545848356495179,0.307075511587286,0.2733097539053772
17,から,6.039471617757648,-0.7119303800296793,-0.130937086878469
18,よう,3.4990203750234636,0.748271730287137,0.2556949673956899
19,など,5.548733621040942,-0.5530433928992295,-0.1575719779218903
20,できる,3.83686706842835,0.7684308823424927,0.11819450165187298
21,ある,4.994443836933977,0.23789267337706838,0.08050899897428698
22,や,6.364974830266392,-0.8100662001305242,-0.23796944977685633
23,も,4.829485331909606,0.3399199823515333,0.02785292292239939
24,ため,4.505542309585849,-0.6288962879697989,0.0539837720933741
25,言う,2.900360045068944,2.074333369284926,0.11820216546367118
26,だ,5.3578444312097275,0.19492806447801206,-0.08297175583861226
27,新しい,4.087367948578897,-1.464694291233614,0.7166730939322701
28,コロナウイルス,3.6940331684632373,-2.2528532067797262,0.8051438174861136
29,日本,4.018284625380957,-0.7628977629546054,-0.0702443222963632
30,この,4.613289806209701,-0.648643353584967,-0.12026922841738047
31,まで,5.654685761392828,-0.5415111470662216,-0.20151319583224814
32,うつる,3.0085098997697397,-0.43001971260261396,0.7613798483233684
33,たり,4.641533315875372,0.5095881696876841,-0.12078367938319948
34,話す,2.571624398365429,2.209699800938941,0.0904242783957916
35,ウイルス,3.677840633643699,-0.3138464096597805,0.4473155144596972
36,国,3.9319396400271036,-0.36710834288078326,-0.017944637867432774
37,ぐらい,5.4969562463436885,0.02956617145183902,-0.07614647161484729
38,使う,3.892731851107939,0.13171334611928506,-0.06764509223392165
39,会社,4.033072039606388,-0.5635226968123793,-0.10203167053022323
40,ん,3.2871698517545007,1.2579617484302188,0.08669326191976122
41,か,4.537395461995896,0.44424144773047985,0.04228900973310507
42,とき,4.633654722734266,-0.29587462335896797,-0.0723684932235807
43,広がる,2.958485024546723,-0.4834582338942441,0.5605018852515136
44,増える,2.861850501125376,0.38884382749876756,0.22745741896205598
45,考える,2.8476990099120063,1.2946266322187072,0.05798955650671852
46,多い,3.357079732211237,0.2617591269345752,0.08190644486450147
47,仕事,3.0643021346982233,-0.31434998750346116,0.0030000328598888556
48,店,3.9077258646653976,-0.3288996364537292,-0.12361869934799345
49,来る,3.0648633980624265,-0.006347795348664164,-0.008035282137256846
50,中,3.8012020692783697,-0.8319289407668001,-0.04886271856323068
51,以上,4.600180434423041,-0.03315066646958991,-0.032566267750119365
52,今,3.153633203946172,-0.5745788361213366,-0.03217357897318303
53,問題,2.5218554635946466,-1.1689037693968136,0.40477695751095927
54,調べる,3.6614123024691834,0.2864941016739071,-0.020667713804553574
55,東京都,3.3110707053354007,-0.5290647471535548,0.09051994596118289
56,行く,3.143684568724462,0.04477096711568181,-0.0018608608357220877
57,わかる,2.389194096171645,0.5278638496032433,0.20084898797708214
58,政府,2.899518134998046,-0.5440592457045763,-0.007102188318455567
59,少ない,2.472314832656185,0.2691825592276794,0.08462020879057296
60,マスク,2.7234472741875355,-0.10218375006792625,-0.0318407393566372
61,子ども,3.0631651822214376,-0.19201211628778225,0.006802775567707171
62,そして,3.15664844317531,-0.1998962712503104,-0.04121762149179758
63,たくさん,2.9649694746696214,-0.23063366897899615,0.025118698840017096
64,いちばん,3.679219580303312,-0.08725294859916524,-0.060193548015148333
65,入る,2.876317002759373,0.04422929837046467,0.034510559591710926
66,さん,5.069621722005555,-0.13133583382934902,-0.10746672030201967
67,お金,2.7463826417391357,-0.024225046608593665,-0.0652866346077082
68,という,4.4957872692648655,-0.08547375124992548,-0.048223173630022924
69,出す,3.0428685214724713,0.29302396523740937,-0.06025368057983186
70,出る,2.9769953541802145,0.2292658804157098,0.011357070625459624
71,より,4.200967596352476,-0.07882694712039898,-0.0997392614055995
72,もらう,2.3238452004402603,0.35837946962023404,-0.00044288749666096983
73,くださる,1.9407025974391352,0.7132883514194568,-0.031473432630986384
74,ほしい,1.8485780909763958,1.1178943825465935,0.0018239677203505452
75,しかし,2.3137331254491307,-0.2549242311233563,0.04695292466900434
76,あと,3.847476644971753,-0.09266165833246123,-0.02562262806955153
77,について,3.639269476923767,-0.06497564839911656,-0.030621807207448008
78,たい,2.353667248426982,0.8705936388184853,-0.013457124982675117
79,病気,2.1109050138466494,-0.2832006495372631,0.10947336303654044
80,前,3.427366982846234,-0.20822948253974408,-0.0217935694421611
81,入れる,3.089263523891439,0.1387268098638017,-0.07732645405782108
82,思う,1.7626711141365008,0.8657452323540366,0.0060382626660629105
83,今年,2.652605386421544,-0.5363062531594841,0.07256775246699611
84,病院,2.0601245892793845,-0.3464407887655978,-0.008709837046219974
85,外国人,1.983047016996145,-0.16328908323666205,-0.007580004547771542
86,つける,2.6050518687303836,0.28206904049327275,-0.02946904989987668
87,住む,2.314957668672681,-0.24317934681631967,-0.03567490619802704
88,専門家,2.159185906315557,-0.42116627541991625,0.009980873493081103
89,とても,2.913393802257699,0.014817368869204964,-0.020986952562466982
90,必要,2.079547896226526,0.1978766967549446,0.002348517106819973
91,れる,3.1786006138361262,0.23462477224213696,-0.05015377179765944
92,所,2.679719522795986,-0.12282467162083233,-0.030988601113033795
93,間,2.979837006857576,-0.18089623623041154,-0.040761270800197674
94,聞く,2.148268902067497,0.207558480671463,-0.050158700890847355
95,客,2.330971191840666,-0.15796929484179567,-0.07128599665412655
96,答える,1.3353497094098667,0.40196416011184233,0.03111602518151511
97,学校,1.9137751386035913,-0.11251648667015211,-0.0015566704838843946
98,だけ,2.855047909387639,-0.031733074073769116,-0.01640666727676393
99,みんな,2.6886437464073425,-0.032450173768406025,-0.014791914963545092
100,心配,1.4579070455294139,0.020627999934790302,0.16648700439274608
101,働く,2.027926533977829,-0.16634277439878659,-0.041248622057243924
102,見る,2.4849450025314455,0.011741950629393153,-0.016301549874596543
103,ので,3.7811509245972887,0.07826247566091735,0.012393806403324829
104,いい,2.2020704794802,0.4022943851471731,-0.0016880100487085387
105,近く,2.6487632679531052,-0.09644172326183656,-0.04624414134527786
106,よる,2.7627536681687506,-0.12087504752112638,-0.0648302723367188
107,亡くなる,2.2141944765453205,-0.004161764321539337,0.04580758683821157
108,作る,2.6661772365826435,0.0723908953491364,-0.03734731478602119
109,世界,2.6722205356360775,-0.3035039208168051,-0.018540769520350026
110,家,1.7889670207138104,-0.20312331836514594,-0.011865837813074853
111,続ける,2.3407013115406574,0.2768788062103847,0.004073444552703951
112,持つ,2.837829142518135,0.1526034120434163,-0.047012197033811584
113,アメリカ,2.418887550773357,-0.26477081395164975,-0.07141564761420251
114,始める,2.2635318275743246,0.15057248291058742,-0.042285137325034465
115,同じ,2.3092960161881724,0.009117353830025359,-0.06335402940265146
