0.19518447379679943,0.6375567798780815,新型コロナウイルスの感染が広がる中、日本感染症学会などがアンケート調査を行ったところ、マスクや手洗いなどの対策は浸透している一方で、マスクを付けていても「0密」を避ける必要があることなど対策への理解に偏りがあることが分かりました。,日本感染症学会などは先月、東京都とその周りに住む２０歳から６９歳の１０００人にアンケートをしました。新しいコロナウイルスがうつらないようにするために、気をつけ
0.7062052348589899,0.9576038752716078,このアンケート調査は、日本感染症学会と日本環境感染学会が首都圏に住む0代から0代までの男女0人を対象に先月、インターネットを通じて行いました。,いることを聞きました。「手を洗う」と
0.20229716910608384,0.6653954498910446,それによりますと、日常生活の中で感染症の予防のために行っている対策としては、▽手洗いが0%、▽マスクの着用が0%、▽手の消毒が0%などとなり、マスクや手洗いなどの対策は浸透しているという結果になりました。,た人は８７．７％でした。「マスクをする」は８７．４％で、「手を消毒する」は６５．９％でした。多くの
0.15721726664235128,0.5041051235225004,一方で、新型コロナウイルス対策への意識を調べるため、大切だと思う行動を尋ねたところ、▽マスクをしていてもいわゆる「0密」の場所を避けることを「とても大切である」または「大切である」として正しく認識していた人は0%、▽家族以外との会食を避けることを大切だと正しく認識していた人は0%にとどまりました。,がマスクをしたり、手を洗ったりしていることがわかりました。次に、ウイルスがうつらないために、どんな行動をしたらいいか聞きました。「家族以外の人と食事を
0.3589585492763322,0.5083517413004685,分析を行った、東京大学医科学研究所の四柳宏教授は「マスクをしているから万全だとは考えないでほしい。,しないことが大切だ」と、正しく答えた人は４４
0.3924956032785352,0.5808633876697382,自分の行動で気が緩んでいる部分はないか、一人一人が注意してほしい」と話しています。,％だけでした。東京大学の四柳宏教授は「危ない行動
0.5162863305696855,0.5516604735958072,東京オリンピックの開幕まで0日であと0日です。,東京オリンピックが始まる7月23日まで、あと100日になりました。東京都は高尾山
0.16054278563102228,0.6197815399710845,新型コロナウイルスの影響で、競技のテスト大会の延期や公道での聖火リレーの中止など、本番に向けた機運の醸成や準備が思うように進められない事態が相次いでいて、コロナ禍で迎える大会の難しさが改めて浮かび上がっています。,山の上に、オリンピックの5つの輪の形をした大きなシンボルを作りました。新しいコロナウイルスが広がって、オリンピックの準備にいろいろな問題が出ています。安全に試合が
1.2286551320133223,1.1352597931761825,ことし0月0日の東京オリンピック開幕まであと0日です。,かチェックするためのテスト大会は、3つ
1.161896275008032,0.9034039521520993,大会組織委員会は0月から各競技のテスト大会を行い、コロナ対策を含む運営面の課題を確認することにしていますが、水泳のうち水球と飛び込み、それにアーティスティックスイミングの0つのテスト大会が、海外から入国する関係者の隔離措置などをめぐって国と競技団体などの間で調整がつかず延期されました。,スポーツが予定の日に
