の,2.038305378242441,0.037328317238166174,0.679662633778224
、,2.662732053498696,-1.038462918660797,2.3621971981824554
て,2.547648164441817,-4.116648736087184,1.4691153873791938
に,2.525299157647922,-1.289227560255316,1.5447668225659308
を,1.6420352026849223,-3.1238634258522597,-0.27772604470837614
が,2.396529918956087,-2.8735714966207806,3.395414378430696
た,2.1084899395825745,-1.6781683472650855,2.1903644900914307
する,2.7362676121431537,-3.49619313499384,0.5269086054436435
は,2.4108389754634856,0.18637358701601,2.2382772880590913
。,2.124161359818144,-4.370882870013905,2.262355910333811
0,4.238748053351397,4.481178333468384,5.706842188118321
と,1.8952130616306373,-2.293870683890649,1.0466498290660842
ます,2.4843506725733686,-3.645501350100412,2.7219887981783306
で,2.1725526065992513,0.6039442487939434,2.137101417663532
いる,3.0465574629017795,-4.929040008342766,3.132342861286662
だ,2.7134327474650375,-5.841474617623565,0.8835037207685368
「,0.9291517472511506,-0.187365737829164,-1.5002728861844006
」,1.3258733668934628,-1.3409500170434059,-1.6239561042139803
こと,3.661040999163677,-6.6392227813028954,1.6784666632372562
人,5.02745965257757,-1.1204733458754097,7.209262690587428
も,2.74803937465582,-4.592466098641085,2.52300810956173
ない,3.9574522677243573,-8.367474569642303,3.1077361594987956
など,3.2885039652288444,-2.803451957881019,1.2149356407663519
れる,2.0511134720014224,0.8928791963925652,-0.1803945768041075
から,2.849186942233253,0.05999874583445149,3.448817332593234
なる,2.5969539017406738,-2.464377235072138,5.218613974802543
や,3.328026551711703,-1.7394189323773435,0.3794395976888839
です,2.3986516758765535,-2.051375776681397,4.237436066505583
日,4.9905449156145805,4.779364591705957,4.442912221644412
ある,2.6628277807160514,-2.960440491817008,2.2716142041062395
いう,1.483885649023568,-5.0296965581420805,1.041320951855664
月,4.910152670547358,3.1313076908874438,5.705868615029439
よう,4.09278644334464,-7.527975229425015,0.9724449633603558
できる,3.9200634721953236,-5.572385518617425,2.3257536249470423
この,3.625712422907904,0.9817154476743934,2.3728496244889383
